Date,Region,Product,Category,Quantity,Unit_Price,Discount,Revenue,Profit,Customer_Type
2023-05-03,South,Product_16,Clothing,2,357.96,0.0,715.92,63.47,Returning
2023-05-03,Central,Product_4,Beauty,4,407.89,0.0,1631.54,85.34,Returning
2023-05-03,North,Product_36,Home Decor,2,397.74,0.0,795.49,132.17,Returning
2023-05-03,East,Product_39,Home Decor,1,81.97,0.0,81.97,12.72,Returning
2023-05-03,North,Product_14,Clothing,4,135.68,0.0,542.71,116.08,Returning
2023-05-03,South,Product_28,Home Decor,1,168.37,0.0,168.37,13.35,Returning
2023-05-03,West,Product_40,Clothing,2,446.17,0.0,892.34,46.88,Returning
2023-05-03,West,Product_36,Groceries,1,313.92,0.0,313.92,24.07,Returning
2023-05-03,West,Product_19,Clothing,3,179.56,0.0,538.68,126.38,New
2023-05-03,East,Product_17,Beauty,4,284.82,0.0,1139.29,106.63,Returning
2023-05-03,East,Product_31,Groceries,4,206.37,0.1,742.95,69.17,Returning
2023-05-03,East,Product_47,Home Decor,4,490.18,0.1,1764.64,265.95,Returning
2023-05-03,East,Product_50,Electronics,3,174.43,0.0,523.29,89.38,Returning
2023-05-03,North,Product_13,Groceries,3,209.55,0.0,628.65,118.26,Returning
2023-05-03,Central,Product_8,Home Decor,1,192.96,0.0,192.96,37.37,Returning
2023-05-03,South,Product_15,Home Decor,4,111.83,0.0,447.3,65.77,Returning
2023-05-03,South,Product_15,Beauty,2,281.57,0.0,563.14,108.11,Returning
2023-05-03,North,Product_2,Home Decor,2,7.47,0.0,14.93,1.83,New
2023-05-04,South,Product_15,Electronics,1,387.92,0.0,387.92,69.01,Returning
2023-05-04,South,Product_9,Electronics,4,115.62,0.05,439.35,96.41,Returning
2023-05-04,South,Product_37,Beauty,1,475.65,0.1,428.09,44.96,Returning
2023-05-04,Central,Product_18,Electronics,2,264.1,0.0,528.2,49.97,Returning
2023-05-04,West,Product_36,Clothing,4,465.39,0.1,1675.39,251.97,Returning
2023-05-04,North,Product_4,Groceries,4,14.39,0.1,51.8,10.76,New
2023-05-04,Central,Product_38,Clothing,4,195.3,0.0,781.21,192.04,Returning
2023-05-04,Central,Product_16,Home Decor,2,459.2,0.1,826.57,205.75,New
2023-05-04,West,Product_32,Beauty,2,273.21,0.0,546.42,115.53,Returning
2023-05-04,Central,Product_22,Clothing,1,421.59,0.15,358.35,46.98,New
2023-05-04,West,Product_6,Electronics,4,158.53,0.0,634.12,125.98,Returning
2023-05-04,East,Product_41,Beauty,3,278.86,0.05,794.76,83.67,Returning
2023-05-04,South,Product_20,Home Decor,3,348.57,0.0,1045.7,239.97,Returning
2023-05-04,East,Product_21,Home Decor,3,110.46,0.0,331.37,40.35,New
2023-05-04,North,Product_28,Home Decor,2,249.52,0.05,474.08,65.21,Returning
2023-05-04,West,Product_42,Home Decor,3,286.93,0.0,860.79,115.0,Returning
2023-05-04,West,Product_37,Electronics,3,398.74,0.0,1196.22,81.6,Returning
2023-05-04,Central,Product_16,Clothing,4,191.4,0.0,765.59,150.64,New
2023-05-04,North,Product_14,Groceries,4,472.17,0.0,1888.68,343.01,New
2023-05-04,Central,Product_23,Electronics,3,379.66,0.0,1138.99,83.62,New
2023-05-04,North,Product_30,Groceries,2,417.3,0.0,834.59,67.97,New
2023-05-04,North,Product_35,Groceries,1,40.59,0.0,40.59,7.78,New
2023-05-04,East,Product_37,Beauty,2,417.0,0.0,834.0,92.83,Returning
2023-05-04,Central,Product_30,Clothing,3,147.23,0.05,419.59,52.44,New
2023-05-04,East,Product_50,Electronics,3,449.5,0.0,1348.5,90.19,Returning
2023-05-04,South,Product_20,Home Decor,1,104.56,0.05,99.33,21.37,Returning
2023-05-04,North,Product_29,Home Decor,4,174.86,0.05,664.46,117.35,New
2023-05-04,East,Product_35,Beauty,2,189.36,0.0,378.73,34.57,New
2023-05-04,West,Product_12,Home Decor,4,394.44,0.0,1577.75,294.09,Returning
2023-05-04,Central,Product_23,Electronics,4,149.1,0.0,596.39,68.5,Returning
2023-05-04,South,Product_4,Beauty,1,375.3,0.0,375.3,67.74,New
2023-05-04,East,Product_18,Electronics,3,466.98,0.05,1330.9,73.73,Returning
2023-05-04,South,Product_21,Groceries,3,333.02,0.0,999.07,198.04,New
2023-05-04,West,Product_13,Home Decor,1,245.36,0.0,245.36,46.56,Returning
2023-05-04,North,Product_50,Clothing,2,499.64,0.05,949.31,144.42,Returning
2023-05-04,East,Product_21,Clothing,2,295.02,0.0,590.04,130.13,New
2023-05-04,West,Product_42,Home Decor,3,99.34,0.15,253.31,42.5,Returning
2023-05-04,North,Product_29,Beauty,4,147.89,0.1,532.4,33.89,New
2023-05-04,West,Product_28,Electronics,2,62.65,0.0,125.31,19.92,Returning
2023-05-04,West,Product_4,Clothing,2,411.37,0.0,822.74,169.52,Returning
2023-05-04,East,Product_26,Electronics,1,351.58,0.0,351.58,72.86,Returning
2023-05-04,West,Product_49,Beauty,2,286.96,0.1,516.53,110.93,New
2023-05-04,North,Product_34,Groceries,3,437.65,0.05,1247.31,152.06,Returning
2023-05-04,South,Product_50,Groceries,4,56.57,0.0,226.27,48.13,Returning
2023-05-04,Central,Product_14,Beauty,4,127.16,0.0,508.66,25.87,Returning
2023-05-04,Central,Product_7,Groceries,1,248.3,0.05,235.88,31.21,Returning
2023-05-04,South,Product_30,Clothing,1,303.85,0.1,273.46,40.81,Returning
2023-05-04,Central,Product_38,Beauty,2,5.62,0.0,11.23,1.96,Returning
2023-05-04,North,Product_30,Home Decor,2,120.38,0.05,228.73,17.76,Returning
2023-05-04,Central,Product_25,Groceries,3,411.24,0.0,1233.72,84.5,Returning
2023-05-04,West,Product_35,Home Decor,2,350.87,0.0,701.73,96.11,New
2023-05-04,Central,Product_48,Groceries,3,33.01,0.0,99.04,19.91,Returning
2023-05-04,East,Product_47,Groceries,2,236.4,0.0,472.79,68.63,New
2023-05-04,South,Product_32,Home Decor,3,412.31,0.1,1113.24,198.52,Returning
2023-05-04,Central,Product_48,Clothing,2,392.64,0.0,785.27,80.96,New
2023-05-04,Central,Product_2,Clothing,3,200.35,0.0,601.06,68.72,New
2023-05-04,West,Product_19,Groceries,4,137.67,0.0,550.69,116.84,New
2023-05-04,East,Product_9,Clothing,3,411.11,0.0,1233.34,241.84,New
2023-05-04,Central,Product_28,Beauty,1,425.86,0.0,425.86,35.43,New
2023-05-04,South,Product_38,Electronics,1,82.66,0.1,74.4,13.05,Returning
2023-05-04,Central,Product_25,Clothing,1,463.12,0.05,439.96,101.22,Returning
2023-05-04,South,Product_36,Groceries,4,125.49,0.0,501.96,116.13,Returning
2023-05-04,West,Product_32,Groceries,2,264.07,0.0,528.14,128.33,Returning
2023-05-04,West,Product_32,Beauty,3,401.54,0.1,1084.15,130.99,Returning
2023-05-04,Central,Product_18,Home Decor,2,483.67,0.0,967.34,181.95,New
2023-05-04,South,Product_4,Electronics,2,357.37,0.05,679.0,98.78,Returning
2023-05-04,Central,Product_2,Groceries,1,40.1,0.0,40.1,4.11,Returning
2023-05-05,South,Product_2,Electronics,1,414.13,0.0,414.13,37.38,Returning
2023-05-05,West,Product_21,Clothing,2,309.16,0.0,618.31,34.13,Returning
2023-05-05,South,Product_13,Home Decor,4,76.83,0.0,307.33,27.25,Returning
2023-05-05,West,Product_37,Electronics,4,187.12,0.15,636.21,141.48,Returning
2023-05-05,West,Product_32,Beauty,2,192.69,0.15,327.57,79.72,New
2023-05-05,West,Product_16,Groceries,4,319.97,0.1,1151.91,238.72,New
2023-05-05,South,Product_24,Home Decor,2,94.17,0.0,188.34,24.81,New
2023-05-05,North,Product_15,Beauty,1,355.63,0.05,337.85,20.91,Returning
2023-05-05,South,Product_39,Beauty,1,390.97,0.0,390.97,83.55,Returning
2023-05-05,Central,Product_44,Clothing,4,442.23,0.0,1768.94,352.61,New
2023-05-05,West,Product_1,Electronics,2,489.09,0.0,978.19,50.12,Returning
2023-05-05,North,Product_34,Home Decor,3,278.44,0.15,710.03,148.16,Returning
2023-05-05,South,Product_2,Clothing,2,286.94,0.05,545.18,70.83,Returning
2023-05-05,Central,Product_2,Beauty,4,336.25,0.05,1277.73,97.91,New
2023-05-05,South,Product_24,Home Decor,3,397.86,0.05,1133.91,224.53,Returning
2023-05-05,South,Product_12,Electronics,3,211.27,0.0,633.8,149.61,New
2023-05-05,Central,Product_19,Groceries,4,298.13,0.0,1192.51,112.8,Returning
2023-05-05,North,Product_25,Clothing,4,406.34,0.1,1462.83,94.49,Returning
2023-05-05,Central,Product_11,Groceries,1,430.62,0.0,430.62,82.47,New
2023-05-05,West,Product_20,Groceries,1,24.39,0.1,21.95,4.31,New
2023-05-05,West,Product_11,Groceries,4,422.47,0.0,1689.89,126.24,New
2023-05-05,East,Product_24,Electronics,4,108.05,0.05,410.6,45.07,Returning
2023-05-05,West,Product_10,Groceries,4,110.54,0.1,397.94,61.91,Returning
2023-05-05,North,Product_41,Clothing,2,12.98,0.0,25.96,3.74,New
2023-05-05,Central,Product_29,Groceries,4,245.79,0.0,983.18,144.38,Returning
2023-05-05,East,Product_43,Beauty,4,394.75,0.05,1500.06,351.55,New
2023-05-05,West,Product_17,Electronics,3,169.28,0.1,457.05,109.26,Returning
2023-05-05,Central,Product_7,Electronics,1,315.68,0.0,315.68,65.78,Returning
2023-05-05,South,Product_22,Home Decor,2,205.11,0.05,389.71,37.73,Returning
2023-05-05,South,Product_13,Electronics,2,408.22,0.0,816.44,134.77,New
2023-05-05,East,Product_32,Groceries,4,400.42,0.1,1441.51,244.41,Returning
2023-05-05,East,Product_18,Home Decor,3,22.07,0.0,66.22,13.19,New
2023-05-05,West,Product_1,Clothing,1,90.06,0.0,90.06,7.88,Returning
2023-05-05,East,Product_31,Home Decor,2,473.94,0.0,947.88,82.15,Returning
2023-05-05,East,Product_39,Electronics,1,71.65,0.1,64.49,8.5,Returning
2023-05-05,East,Product_7,Home Decor,4,230.31,0.05,875.16,204.18,Returning
2023-05-05,South,Product_45,Clothing,3,264.53,0.1,714.22,175.69,New
2023-05-05,East,Product_44,Clothing,3,402.11,0.0,1206.33,138.68,Returning
2023-05-05,East,Product_50,Groceries,2,85.24,0.05,161.96,37.17,Returning
2023-05-05,Central,Product_42,Electronics,2,350.26,0.0,700.51,123.71,Returning
2023-05-05,West,Product_29,Beauty,2,95.58,0.1,172.04,39.06,New
2023-05-06,West,Product_24,Beauty,2,268.87,0.15,457.09,63.54,Returning
2023-05-06,West,Product_10,Electronics,1,87.66,0.05,83.28,8.15,Returning
2023-05-06,Central,Product_49,Beauty,4,395.18,0.0,1580.73,80.75,New
2023-05-06,Central,Product_24,Beauty,4,413.3,0.0,1653.21,317.64,Returning
2023-05-06,South,Product_12,Home Decor,3,254.52,0.0,763.55,102.95,Returning
2023-05-06,East,Product_9,Clothing,3,53.83,0.0,161.5,27.1,Returning
2023-05-06,North,Product_35,Home Decor,3,453.29,0.0,1359.87,150.96,Returning
2023-05-06,East,Product_44,Electronics,2,264.8,0.0,529.6,61.02,New
2023-05-06,North,Product_35,Groceries,2,328.26,0.0,656.52,102.18,Returning
2023-05-06,North,Product_48,Clothing,3,109.15,0.05,311.07,22.45,Returning
2023-05-06,Central,Product_17,Electronics,4,71.7,0.0,286.79,19.45,New
2023-05-06,Central,Product_39,Groceries,1,65.38,0.0,65.38,10.38,New
2023-05-06,Central,Product_30,Electronics,1,445.79,0.0,445.79,24.07,Returning
2023-05-06,West,Product_46,Groceries,3,196.57,0.05,560.23,39.52,Returning
2023-05-06,East,Product_30,Beauty,3,316.59,0.0,949.78,185.56,Returning
2023-05-06,Central,Product_26,Electronics,1,166.57,0.05,158.24,37.9,Returning
2023-05-06,West,Product_50,Electronics,3,469.53,0.0,1408.6,268.1,Returning
2023-05-06,South,Product_40,Groceries,2,215.95,0.1,388.71,74.92,New
2023-05-06,East,Product_45,Home Decor,1,255.39,0.0,255.39,47.61,New
2023-05-06,East,Product_11,Home Decor,1,257.43,0.0,257.43,30.48,Returning
2023-05-06,South,Product_35,Clothing,2,393.59,0.1,708.47,173.43,Returning
2023-05-06,East,Product_25,Home Decor,4,57.25,0.0,228.99,12.5,Returning
2023-05-06,Central,Product_7,Home Decor,4,328.55,0.0,1314.2,93.54,Returning
2023-05-06,West,Product_19,Home Decor,3,295.85,0.0,887.55,215.31,Returning
2023-05-06,South,Product_40,Beauty,2,367.06,0.0,734.12,131.98,Returning
2023-05-06,North,Product_44,Clothing,3,56.58,0.05,161.26,15.71,New
2023-05-06,South,Product_36,Home Decor,2,187.93,0.0,375.85,75.67,Returning
2023-05-06,East,Product_12,Electronics,4,78.18,0.05,297.08,71.6,Returning
2023-05-06,Central,Product_6,Clothing,3,120.68,0.0,362.05,39.61,Returning
2023-05-06,East,Product_6,Electronics,1,121.32,0.05,115.26,25.16,New
2023-05-06,West,Product_38,Electronics,4,167.44,0.0,669.76,166.37,Returning
2023-05-06,East,Product_5,Electronics,2,68.23,0.0,136.47,17.96,Returning
2023-05-06,Central,Product_14,Electronics,3,496.56,0.0,1489.69,262.52,Returning
2023-05-06,North,Product_7,Home Decor,2,496.07,0.0,992.14,152.64,New
2023-05-06,North,Product_34,Clothing,3,15.79,0.0,47.38,5.85,Returning
2023-05-06,West,Product_8,Home Decor,2,260.6,0.0,521.19,108.36,New
2023-05-06,West,Product_1,Electronics,3,61.28,0.0,183.85,25.99,Returning
2023-05-06,West,Product_42,Home Decor,1,163.3,0.0,163.3,12.04,Returning
2023-05-06,North,Product_23,Home Decor,3,445.13,0.0,1335.4,82.16,Returning
2023-05-06,South,Product_47,Home Decor,3,217.78,0.0,653.34,40.77,Returning
2023-05-07,East,Product_21,Groceries,1,238.44,0.0,238.44,19.65,New
2023-05-07,North,Product_11,Beauty,2,146.43,0.0,292.85,46.3,Returning
2023-05-07,West,Product_15,Beauty,3,21.0,0.1,56.71,8.12,Returning
2023-05-07,East,Product_23,Home Decor,2,387.67,0.0,775.34,172.94,New
2023-05-07,North,Product_17,Clothing,2,289.27,0.1,520.69,48.72,Returning
2023-05-07,South,Product_24,Electronics,2,316.82,0.0,633.65,51.25,New
2023-05-07,East,Product_30,Home Decor,2,211.22,0.0,422.43,71.11,Returning
2023-05-07,Central,Product_42,Clothing,1,257.9,0.0,257.9,36.37,New
2023-05-07,West,Product_28,Home Decor,4,263.92,0.0,1055.68,155.01,Returning
2023-05-07,East,Product_28,Electronics,2,178.03,0.0,356.06,38.54,Returning
2023-05-07,North,Product_38,Electronics,1,294.87,0.05,280.12,59.61,New
2023-05-07,East,Product_33,Electronics,4,321.72,0.0,1286.88,223.95,Returning
2023-05-07,North,Product_15,Groceries,3,178.68,0.0,536.04,31.01,Returning
2023-05-07,South,Product_7,Beauty,2,248.59,0.0,497.18,120.08,Returning
2023-05-07,West,Product_5,Clothing,3,118.33,0.1,319.5,79.03,Returning
2023-05-07,North,Product_37,Home Decor,2,368.04,0.05,699.27,112.17,New
2023-05-07,Central,Product_45,Home Decor,2,316.47,0.05,601.29,107.06,Returning
2023-05-07,South,Product_9,Electronics,4,416.27,0.0,1665.07,161.04,Returning
2023-05-07,North,Product_16,Home Decor,4,438.71,0.0,1754.85,229.35,Returning
2023-05-07,North,Product_32,Groceries,3,13.92,0.0,41.77,7.0,Returning
2023-05-07,North,Product_45,Groceries,2,7.15,0.05,13.58,2.35,Returning
2023-05-07,North,Product_28,Groceries,2,305.22,0.05,579.91,141.95,Returning
2023-05-07,South,Product_43,Electronics,2,234.43,0.05,445.42,70.32,New
2023-05-07,North,Product_48,Groceries,3,174.31,0.0,522.92,113.53,Returning
2023-05-07,North,Product_27,Beauty,2,191.64,0.0,383.27,35.28,Returning
2023-05-07,North,Product_23,Clothing,3,348.92,0.0,1046.76,136.57,New
2023-05-07,South,Product_22,Home Decor,2,136.19,0.0,272.39,37.87,Returning
2023-05-07,West,Product_40,Groceries,4,135.48,0.1,487.72,25.97,Returning
2023-05-07,West,Product_7,Beauty,4,406.62,0.0,1626.46,214.66,Returning
2023-05-07,South,Product_23,Clothing,1,106.08,0.0,106.08,9.37,New
2023-05-07,West,Product_42,Clothing,3,145.72,0.0,437.16,82.4,Returning
2023-05-07,Central,Product_34,Beauty,2,7.93,0.0,15.86,2.4,Returning
2023-05-07,North,Product_15,Beauty,1,184.0,0.0,184.0,27.27,New
2023-05-07,South,Product_43,Home Decor,2,169.6,0.0,339.2,37.91,Returning
2023-05-07,North,Product_41,Groceries,1,70.37,0.0,70.37,9.92,Returning
2023-05-07,South,Product_2,Clothing,3,225.37,0.15,574.69,98.69,New
2023-05-07,South,Product_7,Clothing,2,20.47,0.0,40.93,4.79,New
2023-05-07,North,Product_34,Beauty,4,7.3,0.1,26.3,2.87,New
2023-05-07,North,Product_41,Clothing,1,477.79,0.05,453.9,56.93,New
2023-05-07,South,Product_13,Beauty,3,221.96,0.0,665.88,72.5,Returning
2023-05-07,East,Product_18,Electronics,4,335.44,0.05,1274.67,194.57,New
2023-05-07,North,Product_32,Groceries,4,405.23,0.1,1458.84,105.49,Returning
2023-05-07,North,Product_1,Beauty,2,327.36,0.05,621.99,43.21,Returning
2023-05-07,South,Product_5,Beauty,1,149.13,0.0,149.13,32.09,Returning
2023-05-08,East,Product_19,Clothing,4,236.66,0.05,899.31,180.15,Returning
2023-05-08,North,Product_46,Groceries,1,24.15,0.0,24.15,2.44,Returning
2023-05-08,East,Product_47,Clothing,2,215.9,0.1,388.62,63.99,Returning
2023-05-08,North,Product_21,Home Decor,3,139.41,0.0,418.22,33.98,Returning
2023-05-08,West,Product_21,Beauty,1,421.52,0.05,400.44,71.4,Returning
2023-05-08,East,Product_47,Beauty,4,158.52,0.0,634.06,107.01,Returning
2023-05-08,West,Product_5,Electronics,1,191.62,0.0,191.62,32.06,New
2023-05-08,East,Product_14,Electronics,4,337.28,0.0,1349.11,256.73,Returning
2023-05-08,North,Product_8,Beauty,4,168.88,0.0,675.5,88.59,New
2023-05-08,West,Product_22,Clothing,4,248.2,0.0,992.81,50.87,New
2023-05-08,North,Product_28,Groceries,2,414.25,0.0,828.49,125.69,Returning
2023-05-08,East,Product_47,Beauty,1,427.82,0.05,406.43,56.26,Returning
2023-05-08,West,Product_2,Electronics,2,325.7,0.05,618.84,39.67,New
2023-05-08,South,Product_41,Clothing,4,20.77,0.0,83.08,19.12,New
2023-05-08,East,Product_18,Clothing,4,94.83,0.0,379.3,62.13,Returning
2023-05-08,East,Product_15,Groceries,2,205.17,0.0,410.34,25.64,Returning
2023-05-08,West,Product_30,Electronics,4,371.79,0.0,1487.17,249.78,New
2023-05-08,Central,Product_39,Groceries,2,339.76,0.05,645.54,67.1,New
2023-05-08,East,Product_38,Groceries,1,116.76,0.0,116.76,10.57,New
2023-05-08,South,Product_39,Groceries,2,298.27,0.0,596.54,61.36,Returning
2023-05-08,South,Product_3,Beauty,2,188.65,0.0,377.3,39.54,New
2023-05-08,North,Product_12,Clothing,3,204.39,0.0,613.16,35.55,Returning
2023-05-08,West,Product_7,Groceries,2,356.53,0.0,713.06,52.18,Returning
2023-05-08,West,Product_41,Beauty,1,345.74,0.0,345.74,28.1,New
2023-05-08,West,Product_32,Electronics,4,160.52,0.15,545.78,110.09,New
2023-05-08,South,Product_6,Clothing,4,30.62,0.0,122.47,8.57,New
2023-05-08,East,Product_2,Home Decor,2,187.13,0.0,374.26,89.54,Returning
2023-05-08,East,Product_20,Home Decor,2,50.5,0.05,95.95,11.65,New
2023-05-08,South,Product_15,Clothing,1,405.35,0.1,364.81,58.41,New
2023-05-08,West,Product_22,Home Decor,2,114.06,0.1,205.31,44.39,New
2023-05-08,Central,Product_18,Clothing,1,303.09,0.0,303.09,17.14,Returning
2023-05-08,West,Product_47,Clothing,4,440.99,0.1,1587.56,373.38,Returning
2023-05-08,North,Product_5,Beauty,1,209.5,0.05,199.03,14.62,Returning
2023-05-08,South,Product_47,Home Decor,1,111.99,0.0,111.99,15.43,New
2023-05-08,Central,Product_26,Home Decor,3,140.22,0.1,378.59,65.24,Returning
2023-05-08,East,Product_22,Electronics,4,320.02,0.0,1280.08,230.38,Returning
2023-05-08,East,Product_16,Home Decor,3,235.83,0.05,672.11,96.28,Returning
2023-05-08,Central,Product_7,Electronics,4,417.96,0.0,1671.86,385.68,New
2023-05-08,North,Product_25,Home Decor,4,246.23,0.0,984.94,64.56,Returning
2023-05-08,Central,Product_5,Home Decor,2,394.23,0.0,788.47,139.92,Returning
2023-05-08,East,Product_18,Clothing,1,175.79,0.1,158.21,38.34,New
2023-05-08,East,Product_1,Electronics,3,214.94,0.0,644.81,102.25,Returning
2023-05-08,North,Product_18,Clothing,3,141.68,0.1,382.54,37.2,New
2023-05-08,West,Product_9,Home Decor,3,366.78,0.0,1100.34,128.62,Returning
2023-05-08,Central,Product_9,Groceries,4,242.88,0.1,874.36,117.77,Returning
2023-05-08,East,Product_5,Beauty,3,43.09,0.15,109.89,15.44,Returning
2023-05-08,South,Product_35,Home Decor,4,304.09,0.0,1216.36,153.94,New
2023-05-08,West,Product_41,Beauty,1,328.89,0.05,312.45,31.05,Returning
2023-05-08,North,Product_21,Beauty,4,44.98,0.05,170.92,38.22,Returning
2023-05-08,North,Product_23,Beauty,4,43.1,0.0,172.39,18.41,Returning
2023-05-08,South,Product_43,Electronics,3,383.6,0.0,1150.81,193.34,Returning
2023-05-08,North,Product_14,Beauty,3,363.47,0.0,1090.41,57.66,Returning
2023-05-08,East,Product_41,Beauty,1,413.82,0.0,413.82,72.19,Returning
2023-05-08,East,Product_37,Electronics,3,186.87,0.0,560.61,82.08,New
2023-05-08,North,Product_18,Clothing,2,205.69,0.15,349.68,31.59,Returning
2023-05-08,North,Product_50,Groceries,2,33.36,0.0,66.72,8.04,Returning
2023-05-08,East,Product_13,Electronics,2,252.9,0.0,505.81,28.96,Returning
2023-05-08,North,Product_37,Electronics,2,290.68,0.0,581.36,49.53,Returning
2023-05-08,Central,Product_27,Clothing,4,332.73,0.0,1330.94,199.53,Returning
2023-05-09,North,Product_40,Electronics,3,87.07,0.0,261.22,24.16,New
2023-05-09,North,Product_30,Beauty,3,34.73,0.0,104.18,14.19,New
2023-05-09,South,Product_6,Groceries,4,482.24,0.1,1736.07,179.28,New
2023-05-09,South,Product_25,Home Decor,4,279.32,0.1,1005.56,232.89,Returning
2023-05-09,North,Product_18,Beauty,3,417.73,0.05,1190.52,239.48,Returning
2023-05-09,Central,Product_19,Home Decor,3,393.41,0.05,1121.23,73.62,Returning
2023-05-09,West,Product_40,Groceries,2,354.27,0.15,602.25,35.36,New
2023-05-09,West,Product_20,Clothing,2,9.64,0.0,19.28,3.93,Returning
2023-05-09,North,Product_29,Groceries,3,244.85,0.05,697.81,85.41,Returning
2023-05-09,East,Product_1,Electronics,4,10.25,0.1,36.9,5.8,Returning
2023-05-09,East,Product_19,Home Decor,2,179.04,0.0,358.08,65.78,Returning
2023-05-09,East,Product_15,Electronics,2,178.35,0.05,338.86,53.65,New
2023-05-09,Central,Product_36,Clothing,4,447.33,0.0,1789.33,120.6,Returning
2023-05-09,South,Product_11,Beauty,3,33.2,0.0,99.61,16.54,Returning
2023-05-09,West,Product_38,Electronics,3,498.73,0.0,1496.18,138.33,Returning
2023-05-09,East,Product_9,Groceries,2,176.84,0.0,353.68,86.01,Returning
2023-05-09,North,Product_30,Groceries,1,112.22,0.1,101.0,21.04,Returning
2023-05-09,East,Product_9,Beauty,3,36.69,0.1,99.07,11.11,Returning
2023-05-09,South,Product_32,Home Decor,3,457.61,0.0,1372.82,145.32,New
2023-05-09,North,Product_32,Groceries,1,309.73,0.05,294.24,57.34,Returning
2023-05-09,East,Product_27,Groceries,1,401.35,0.05,381.28,83.7,Returning
2023-05-09,West,Product_1,Beauty,3,114.83,0.05,327.25,44.33,New
2023-05-09,South,Product_49,Home Decor,1,299.02,0.1,269.12,32.67,Returning
2023-05-09,West,Product_22,Home Decor,2,473.26,0.0,946.52,113.11,Returning
2023-05-09,North,Product_1,Home Decor,2,489.42,0.0,978.84,140.51,Returning
2023-05-09,North,Product_34,Clothing,1,306.23,0.0,306.23,31.32,Returning
2023-05-09,North,Product_32,Electronics,1,284.27,0.1,255.84,63.65,Returning
2023-05-09,South,Product_30,Groceries,1,232.9,0.0,232.9,50.04,Returning
2023-05-09,East,Product_1,Beauty,3,374.45,0.0,1123.35,199.91,Returning
2023-05-09,Central,Product_36,Beauty,2,360.83,0.0,721.66,131.15,Returning
2023-05-09,West,Product_33,Beauty,3,183.69,0.05,523.5,85.29,Returning
2023-05-09,East,Product_23,Groceries,1,73.57,0.0,73.57,11.96,Returning
2023-05-09,South,Product_26,Clothing,3,254.14,0.05,724.31,42.71,New
2023-05-09,West,Product_36,Electronics,2,5.77,0.05,10.96,2.48,Returning
2023-05-09,Central,Product_1,Clothing,3,103.68,0.1,279.94,51.88,Returning
2023-05-09,North,Product_23,Clothing,4,300.79,0.0,1203.16,79.2,Returning
2023-05-10,Central,Product_3,Electronics,2,291.98,0.05,554.76,126.6,New
2023-05-10,West,Product_27,Groceries,1,327.42,0.0,327.42,42.42,Returning
2023-05-10,North,Product_46,Electronics,2,33.33,0.0,66.67,10.4,New
2023-05-10,North,Product_6,Clothing,1,388.03,0.0,388.03,92.72,Returning
2023-05-10,East,Product_43,Clothing,1,278.81,0.0,278.81,53.81,New
2023-05-10,South,Product_13,Beauty,4,362.59,0.05,1377.83,208.59,Returning
2023-05-10,Central,Product_8,Electronics,4,296.56,0.05,1126.94,122.67,Returning
2023-05-10,Central,Product_42,Home Decor,1,421.22,0.05,400.16,21.11,Returning
2023-05-10,West,Product_36,Clothing,4,360.34,0.0,1441.36,154.26,Returning
2023-05-10,North,Product_20,Electronics,3,321.94,0.0,965.81,179.38,Returning
2023-05-10,West,Product_25,Home Decor,3,303.85,0.05,865.97,195.67,Returning
2023-05-10,North,Product_24,Beauty,2,276.64,0.0,553.28,61.2,Returning
2023-05-10,West,Product_36,Beauty,1,89.61,0.0,89.61,6.46,Returning
2023-05-10,Central,Product_1,Clothing,3,199.11,0.0,597.33,72.77,Returning
2023-05-10,West,Product_37,Beauty,1,445.06,0.1,400.55,82.9,New
2023-05-10,North,Product_10,Home Decor,2,308.83,0.0,617.67,105.74,Returning
2023-05-10,East,Product_33,Beauty,4,268.4,0.0,1073.61,144.94,New
2023-05-10,Central,Product_45,Home Decor,1,467.05,0.0,467.05,37.61,Returning
2023-05-10,South,Product_46,Electronics,3,111.87,0.05,318.82,48.24,New
2023-05-10,West,Product_5,Beauty,4,214.63,0.0,858.52,70.71,New
2023-05-10,East,Product_29,Electronics,4,174.15,0.0,696.61,59.68,Returning
2023-05-10,Central,Product_7,Groceries,4,281.83,0.0,1127.33,78.34,Returning
2023-05-10,South,Product_29,Clothing,1,337.14,0.0,337.14,33.91,Returning
2023-05-10,North,Product_29,Beauty,4,31.63,0.1,113.87,12.65,New
2023-05-10,West,Product_44,Electronics,1,17.33,0.0,17.33,3.56,Returning
2023-05-10,South,Product_36,Clothing,2,177.73,0.0,355.45,61.81,Returning
2023-05-10,East,Product_34,Clothing,4,380.94,0.1,1371.38,140.41,Returning
2023-05-10,Central,Product_21,Groceries,3,409.36,0.0,1228.09,80.59,New
2023-05-10,North,Product_35,Electronics,2,456.92,0.0,913.83,151.5,Returning
2023-05-10,South,Product_12,Groceries,1,108.72,0.0,108.72,22.32,Returning
2023-05-10,West,Product_21,Clothing,3,179.75,0.0,539.25,37.8,Returning
2023-05-10,East,Product_27,Groceries,1,481.16,0.0,481.16,35.76,Returning
2023-05-11,West,Product_22,Groceries,3,430.46,0.0,1291.38,316.35,New
2023-05-11,East,Product_34,Home Decor,4,45.27,0.0,181.08,15.86,Returning
2023-05-11,North,Product_7,Groceries,4,366.7,0.1,1320.11,112.42,Returning
